DICTION              8     202212 Elements                        3000000800001 
1-H        (Hydrogen)                                             3000000800002 
2-HE       (Helium)                                               3000000800003 
3-LI       (Lithium)                                              3000000800004 
4-BE       (Beryllium)                                            3000000800005 
5-B        (Boron)                                                3000000800006 
6-C        (Carbon)                                               3000000800007 
7-N        (Nitrogen)                                             3000000800008 
8-O        (Oxygen)                                               3000000800009 
9-F        (Fluorine)                                             3000000800010 
10-NE      (Neon)                                                 3000000800011 
11-NA      (Sodium)                                               3000000800012 
12-MG      (Magnesium)                                            3000000800013 
13-AL      (Aluminium)                                            3000000800014 
14-SI      (Silicon)                                              3000000800015 
15-P       (Phosphorus)                                           3000000800016 
16-S       (Sulphur)                                              3000000800017 
17-CL      (Chlorine)                                             3000000800018 
18-AR      (Argon)                                                3000000800019 
19-K       (Potassium)                                            3000000800020 
20-CA      (Calcium)                                              3000000800021 
21-SC      (Scandium)                                             3000000800022 
22-TI      (Titanium)                                             3000000800023 
23-V       (Vanadium)                                             3000000800024 
24-CR      (Chromium)                                             3000000800025 
25-MN      (Manganese)                                            3000000800026 
26-FE      (Iron)                                                 3000000800027 
27-CO      (Cobalt)                                               3000000800028 
28-NI      (Nickel)                                               3000000800029 
29-CU      (Copper)                                               3000000800030 
30-ZN      (Zinc)                                                 3000000800031 
31-GA      (Gallium)                                              3000000800032 
32-GE      (Germanium)                                            3000000800033 
33-AS      (Arsenic)                                              3000000800034 
34-SE      (Selenium)                                             3000000800035 
35-BR      (Bromine)                                              3000000800036 
36-KR      (Krypton)                                              3000000800037 
37-RB      (Rubidium)                                             3000000800038 
38-SR      (Strontium)                                            3000000800039 
39-Y       (Yttrium)                                              3000000800040 
40-ZR      (Zirconium)                                            3000000800041 
41-NB      (Niobium)                                              3000000800042 
42-MO      (Molybdenum)                                           3000000800043 
43-TC      (Technetium)                                           3000000800044 
44-RU      (Ruthenium)                                            3000000800045 
45-RH      (Rhodium)                                              3000000800046 
46-PD      (Palladium)                                            3000000800047 
47-AG      (Silver)                                               3000000800048 
48-CD      (Cadmium)                                              3000000800049 
49-IN      (Indium)                                               3000000800050 
50-SN      (Tin)                                                  3000000800051 
51-SB      (Antimony)                                             3000000800052 
52-TE      (Tellurium)                                            3000000800053 
53-I       (Iodine)                                               3000000800054 
54-XE      (Xenon)                                                3000000800055 
55-CS      (Cesium)                                               3000000800056 
56-BA      (Barium)                                               3000000800057 
57-LA      (Lanthanum)                                            3000000800058 
58-CE      (Cerium)                                               3000000800059 
59-PR      (Praseodymium)                                         3000000800060 
60-ND      (Neodymium)                                            3000000800061 
61-PM      (Promethium)                                           3000000800062 
62-SM      (Samarium)                                             3000000800063 
63-EU      (Europium)                                             3000000800064 
64-GD      (Gadolinium)                                           3000000800065 
65-TB      (Terbium)                                              3000000800066 
66-DY      (Dysprosium)                                           3000000800067 
67-HO      (Holmium)                                              3000000800068 
68-ER      (Erbium)                                               3000000800069 
69-TM      (Thulium)                                              3000000800070 
70-YB      (Ytterbium)                                            3000000800071 
71-LU      (Lutetium)                                             3000000800072 
72-HF      (Hafnium)                                              3000000800073 
73-TA      (Tantalum)                                             3000000800074 
74-W       (Tungsten)                                             3000000800075 
75-RE      (Rhenium)                                              3000000800076 
76-OS      (Osmium)                                               3000000800077 
77-IR      (Iridium)                                              3000000800078 
78-PT      (Platinum)                                             3000000800079 
79-AU      (Gold)                                                 3000000800080 
80-HG      (Mercury)                                              3000000800081 
81-TL      (Thallium)                                             3000000800082 
82-PB      (Lead)                                                 3000000800083 
83-BI      (Bismuth)                                              3000000800084 
84-PO      (Polonium)                                             3000000800085 
85-AT      (Astatine)                                             3000000800086 
86-RN      (Radon)                                                3000000800087 
87-FR      (Francium)                                             3000000800088 
88-RA      (Radium)                                               3000000800089 
89-AC      (Actinium)                                             3000000800090 
90-TH      (Thorium)                                              3000000800091 
91-PA      (Protactinium)                                         3000000800092 
92-U       (Uranium)                                              3000000800093 
93-NP      (Neptunium)                                            3000000800094 
94-PU      (Plutonium)                                            3000000800095 
95-AM      (Americium)                                            3000000800096 
96-CM      (Curium)                                               3000000800097 
97-BK      (Berkelium)                                            3000000800098 
98-CF      (Californium)                                          3000000800099 
99-ES      (Einsteinium)                                          3000000800100 
100-FM     (Fermium)                                              3000000800101 
101-MD     (Mendelevium)                                          3000000800102 
102-NO     (Nobelium)                                             3000000800103 
103-LR     (Lawrencium)                                           3000000800104 
104-RF     (Rutherfordium)                                        3000000800105 
105-DB     (Dubnium)                                              3000000800106 
106-SG     (Seaborgium)                                           3000000800107 
107-BH     (Bohrium)                                              3000000800108 
108-HS     (Hassium)                                              3000000800109 
109-MT     (Meitnerium)                                           3000000800110 
110-DS     (Darmstadtium)                                         3000000800111 
111-RG     (Roentgenium)                                          3000000800112 
112-CN     (Copernicium)                                          3000000800113 
113-NH     (Nihonium)                                             3000000800114 
114-FL     (Flerovium)                                            3000000800115 
115-MC     (Moscovium)                                            3000000800116 
116-LV     (Livermorium)                                          3000000800117 
117-TS     (Tennessine)                                           3000000800118 
118-OG     (Oganesson)                                            3000000800119 
            (Others to be added when they occur)                  3000000800120 
