DICTION             27     201304 Nuclides                        3000002700001 
36-KR-91   (  3      T   )                                        3000002700572 
36-KR-92   (  3      T   )                                        3000002700573 
36-KR-93   (  3      T   )                                        3000002700574 
36-KR-94   (  3      T   )                                        3000002700575 
36-KR-95   (  3          )                                        3000002700576 
36-KR-96   (1234         )                                        3000002700577 
37-RB-0    (1        CS  )                                        3000002700578 
37-RB-100  (  3          )                                        3000002700579 
37-RB-102  (  3          )                                        3000002700580 
37-RB-74   (  3          )                                        3000002700581 
37-RB-75   (  3          )                                        3000002700582 
37-RB-76   (  3          )                                        3000002700583 
37-RB-77   (  3          )                                        3000002700584 
37-RB-78   (  3          )                                        3000002700585 
37-RB-79   (  3      T   )                                        3000002700586 
37-RB-80   (  3      T   )                                        3000002700587 
37-RB-81   (  3      T  1)                                        3000002700588 
37-RB-82   (  3      T  1)                                        3000002700589 
37-RB-83   (  3      T   )                                        3000002700590 
37-RB-84   (1 34     C  1)                                        3000002700591 
37-RB-85   (1 34     CS  )                                        3000002700592 
37-RB-86   (1 34     C  1)                                        3000002700593 
37-RB-87   (1 34     C   )                                        3000002700594 
37-RB-88   (1 34     C   )                                        3000002700595 
37-RB-89   (  3      T   )                                        3000002700596 
37-RB-90   (  3      T  1)                                        3000002700597 
37-RB-91   (  3      T   )                                        3000002700598 
37-RB-92   (  3      T   )                                        3000002700599 
37-RB-93   (  3      T   )                                        3000002700600 
37-RB-94   (  3      T   )                                        3000002700601 
37-RB-95   (1 3      C   )                                        3000002700602 
37-RB-96   (  3      T   )                                        3000002700603 
37-RB-97   (  3      T   )                                        3000002700604 
37-RB-98   (  3      T   )                                        3000002700605 
37-RB-99   (  3          )                                        3000002700606 
38-SR-0    (1        CS  )                                        3000002700607 
38-SR-100  (  3          )                                        3000002700608 
38-SR-101  (  3          )                                        3000002700609 
38-SR-102  (  3          )                                        3000002700610 
38-SR-76   (123          )                                        3000002700611 
38-SR-77   (123          )                                        3000002700612 
38-SR-78   (  3          )                                        3000002700613 
38-SR-79   (  3          )                                        3000002700614 
38-SR-80   (  3          )                                        3000002700615 
38-SR-81   (  3          )                                        3000002700616 
38-SR-82   (  3      T   )                                        3000002700617 
38-SR-83   (  3      C  1)                                        3000002700618 
38-SR-84   (1 3      CS  )                                        3000002700619 
38-SR-85   (1 34     C  1)                                        3000002700620 
38-SR-86   (1 3      CS  )                                        3000002700621 
38-SR-87   (1 34     CS 1)                                        3000002700622 
38-SR-88   (1 3      CS  )                                        3000002700623 
38-SR-89   (1 3      C   )                                        3000002700624 
38-SR-90   (1 3      C   )                                        3000002700625 
38-SR-91   (1 3      C   )                                        3000002700626 
38-SR-92   (1 3      C   )                                        3000002700627 
38-SR-93   (1 3      T   )                                        3000002700628 
38-SR-94   (1 3      C   )                                        3000002700629 
38-SR-95   (  3      T   )                                        3000002700630 
38-SR-96   (1 3      C   )                                        3000002700631 
38-SR-97   (  3      T   )                                        3000002700632 
38-SR-98   (  3          )                                        3000002700633 
38-SR-99   (  3          )                                        3000002700634 
39-Y-100   (  3         1)                                        3000002700635 
39-Y-101   (  3          )                                        3000002700636 
39-Y-102   (  3         1)                                        3000002700637 
39-Y-103   (  3          )                                        3000002700638 
39-Y-104   (1234         )                                        3000002700639 
39-Y-105   (1234         )                                        3000002700640 
39-Y-80    (123         1)                                        3000002700641 
39-Y-81    (1234         )                                        3000002700642 
39-Y-82    (  3          )                                        3000002700643 
39-Y-83    (1234        1)                                        3000002700644 
39-Y-84    (  3      T  1)                                        3000002700645 
39-Y-85    (  3      T  1)                                        3000002700646 
39-Y-86    (  3      T  1)                                        3000002700647 
39-Y-87    (1 3      C  1)                                        3000002700648 
39-Y-88    (1 3      C  A)                                        3000002700649 
39-Y-89    (1 34     CS 1)                                        3000002700650 
39-Y-90    (1 34     C  1)                                        3000002700651 
39-Y-91    (1 3      C  1)                                        3000002700652 
39-Y-92    (  3      T   )                                        3000002700653 
39-Y-93    (1 3      C  A)                                        3000002700654 
39-Y-94    (  3      T   )                                        3000002700655 
39-Y-95    (  3      T   )                                        3000002700656 
39-Y-96    (  3      T  2)                                        3000002700657 
39-Y-97    (  3      T  1)                                        3000002700658 
39-Y-98    (  3         1)                                        3000002700659 
39-Y-99    (  3      T   )                                        3000002700660 
40-ZR-0    (1        CS  )                                        3000002700661 
40-ZR-100  (  3      T   )                                        3000002700662 
40-ZR-101  (  3      T   )                                        3000002700663 
40-ZR-102  (  3      T   )                                        3000002700664 
40-ZR-103  (  3      T   )                                        3000002700665 
40-ZR-104  (  3          )                                        3000002700666 
40-ZR-105  (  3          )                                        3000002700667 
40-ZR-106  (1234         )                                        3000002700668 
40-ZR-107  (1234         )                                        3000002700669 
40-ZR-84   (  3          )                                        3000002700670 
40-ZR-85   (123         1)                                        3000002700671 
40-ZR-86   (1 3      C   )                                        3000002700672 
40-ZR-87   (  3      T  1)                                        3000002700673 
40-ZR-88   (1 3      C   )                                        3000002700674 
40-ZR-89   (1 34     C  1)                                        3000002700675 
40-ZR-90   (1 3      CS 1)                                        3000002700676 
40-ZR-91   (1 34     CS  )                                        3000002700677 
40-ZR-92   (1 3      CS  )                                        3000002700678 
40-ZR-93   (1 3      C   )                                        3000002700679 
40-ZR-94   (1 3      CS  )                                        3000002700680 
40-ZR-95   (1 3      C   )                                        3000002700681 
40-ZR-96   (1 3      CS  )                                        3000002700682 
40-ZR-97   (1 3      C   )                                        3000002700683 
40-ZR-98   (  3      T   )                                        3000002700684 
40-ZR-99   (  3      T   )                                        3000002700685 
41-NB-100  (  3         1)                                        3000002700686 
           2 isomers exist, not known which one is ground state   3000002700687 
41-NB-101  (  3      T   )                                        3000002700688 
41-NB-102  (  3      T  1)                                        3000002700689 
           2 isomers exist, not known which one is ground state   3000002700690 
41-NB-103  (  3      T   )                                        3000002700691 
41-NB-104  (  3      T  1)                                        3000002700692 
41-NB-105  (  3          )                                        3000002700693 
41-NB-106  (  3          )                                        3000002700694 
41-NB-107  (  3          )                                        3000002700695 
41-NB-108  (  3          )                                        3000002700696 
41-NB-109  (  3          )                                        3000002700697 
41-NB-110  (  3          )                                        3000002700698 
41-NB-86   (123         1)                                        3000002700699 
41-NB-87   (123         1)                                        3000002700700 
41-NB-88   (  3      T  1)                                        3000002700701 
41-NB-89   (  3      T  1)                                        3000002700702 
41-NB-90   (  3      T  1)                                        3000002700703 
41-NB-91   (1 3      C  1)                                        3000002700704 
41-NB-92   (1 3      C  1)                                        3000002700705 
41-NB-93   (1 34     CS 1)                                        3000002700706 
41-NB-94   (1 34     C  1)                                        3000002700707 
41-NB-95   (1 3      C  1)                                        3000002700708 
41-NB-96   (1 3      C   )                                        3000002700709 
41-NB-97   (1 3      C  1)                                        3000002700710 
41-NB-98   (  3      T  1)                                        3000002700711 
41-NB-99   (  3      T  1)                                        3000002700712 
42-MO-0    (1  4     CS  )                                        3000002700713 
42-MO-100  (1 3      CS  )                                        3000002700714 
42-MO-101  (  3      T   )                                        3000002700715 
42-MO-102  (  3      T   )                                        3000002700716 
42-MO-103  (  3      T   )                                        3000002700717 
42-MO-104  (  3      T   )                                        3000002700718 
42-MO-105  (  3      T  1)                                        3000002700719 
42-MO-106  (  3          )                                        3000002700720 
42-MO-107  (  3      T   )                                        3000002700721 
42-MO-108  (  3      T   )                                        3000002700722 
42-MO-109  (  3          )                                        3000002700723 
42-MO-110  (1234         )                                        3000002700724 
42-MO-111  (1234         )                                        3000002700725 
42-MO-112  (1234         )                                        3000002700726 
42-MO-113  (1234         )                                        3000002700727 
42-MO-88   (123          )                                        3000002700728 
42-MO-89   (123          )                                        3000002700729 
42-MO-90   (  3      T   )                                        3000002700730 
42-MO-91   (1 34     C  1)                                        3000002700731 
42-MO-92   (1 3      CS  )                                        3000002700732 
42-MO-93   (  34     T  1)                                        3000002700733 
42-MO-94   (1 3      CS  )                                        3000002700734 
42-MO-95   (1 3      CS  )                                        3000002700735 
42-MO-96   (1 3      CS  )                                        3000002700736 
42-MO-97   (1 3      CS  )                                        3000002700737 
42-MO-98   (1 3      CS  )                                        3000002700738 
42-MO-99   (1 3      C   )                                        3000002700739 
43-TC-100  (1 34     C   )                                        3000002700740 
43-TC-101  (  3      T   )                                        3000002700741 
43-TC-102  (  3      T  1)                                        3000002700742 
43-TC-103  (  3      T   )                                        3000002700743 
43-TC-104  (  3      T   )                                        3000002700744 
43-TC-105  (  3          )                                        3000002700745 
43-TC-106  (  3      T   )                                        3000002700746 
43-TC-107  (  3      T   )                                        3000002700747 
43-TC-108  (  3          )                                        3000002700748 
43-TC-109  (  3          )                                        3000002700749 
43-TC-110  (  3          )                                        3000002700750 
43-TC-111  (  3          )                                        3000002700751 
43-TC-112  (  3          )                                        3000002700752 
43-TC-113  (1234         )                                        3000002700753 
43-TC-114  (1234         )                                        3000002700754 
43-TC-115  (1234         )                                        3000002700755 
43-TC-90   (  3          )                                        3000002700756 
43-TC-91   (1234        1)                                        3000002700757 
           2 isomers exist, not known which one is ground state   3000002700758 
43-TC-92   (  3      T   )                                        3000002700759 
43-TC-93   (  3      T  1)                                        3000002700760 
43-TC-94   (  3      T  1)                                        3000002700761 
43-TC-95   (  3      T  1)                                        3000002700762 
43-TC-96   (  3      T  1)                                        3000002700763 
43-TC-97   (1 3      C  1)                                        3000002700764 
43-TC-98   (1 3      C   )                                        3000002700765 
43-TC-99   (1 3      C  1)                                        3000002700766 
44-RU-0    (1        CS  )                                        3000002700767 
44-RU-100  (1 3      CS  )                                        3000002700768 
44-RU-101  (1 3      CS  )                                        3000002700769 
44-RU-102  (1 3      CS  )                                        3000002700770 
44-RU-103  (1 34     C  A)                                        3000002700771 
44-RU-104  (1 3      CS  )                                        3000002700772 
44-RU-105  (1 3      C   )                                        3000002700773 
44-RU-106  (1 3      C   )                                        3000002700774 
44-RU-107  (  3      T   )                                        3000002700775 
44-RU-108  (  3      T   )                                        3000002700776 
44-RU-109  (  3         1)                                        3000002700777 
44-RU-110  (  3          )                                        3000002700778 
44-RU-111  (  3          )                                        3000002700779 
44-RU-112  (  3          )                                        3000002700780 
44-RU-113  (  3          )                                        3000002700781 
44-RU-114  (  3          )                                        3000002700782 
44-RU-115  (  3          )                                        3000002700783 
44-RU-116  (1234         )                                        3000002700784 
44-RU-117  (1234         )                                        3000002700785 
44-RU-118  (1234         )                                        3000002700786 
44-RU-92   (  3      T   )                                        3000002700787 
44-RU-93   (  3          )                                        3000002700788 
44-RU-94   (  3      T   )                                        3000002700789 
44-RU-95   (1 3      C   )                                        3000002700790 
44-RU-96   (1 3      CS  )                                        3000002700791 
44-RU-97   (  3      T   )                                        3000002700792 
44-RU-98   (1 3      CS  )                                        3000002700793 
44-RU-99   (1 3      CS  )                                        3000002700794 
45-RH-100  (  3      T  1)                                        3000002700795 
45-RH-101  (  3      T  1)                                        3000002700796 
45-RH-102  (  3      C  1)                                        3000002700797 
45-RH-103  (1 34     CS 1)                                        3000002700798 
45-RH-104  (1 34     C  1)                                        3000002700799 
45-RH-105  (1 3      C  1)                                        3000002700800 
45-RH-106  (1 3      C  1)                                        3000002700801 
45-RH-107  (  3      T   )                                        3000002700802 
45-RH-108  (  3      T  1)                                        3000002700803 
           2 isomers exist, not known which one is ground state   3000002700804 
45-RH-109  (  3      T   )                                        3000002700805 
45-RH-110  (  3         1)                                        3000002700806 
           2 isomers exist, not known which one is ground state   3000002700807 
45-RH-111  (  3          )                                        3000002700808 
45-RH-112  (  3          )                                        3000002700809 
45-RH-113  (  3          )                                        3000002700810 
45-RH-114  (  3          )                                        3000002700811 
45-RH-115  (  3          )                                        3000002700812 
45-RH-116  (  3          )                                        3000002700813 
45-RH-117  (1234         )                                        3000002700814 
45-RH-118  (1234         )                                        3000002700815 
45-RH-119  (1234         )                                        3000002700816 
45-RH-120  (1234         )                                        3000002700817 
45-RH-121  (1234         )                                        3000002700818 
45-RH-94   (123         1)                                        3000002700819 
           2 isomers exist, not known which one is ground state   3000002700820 
45-RH-95   (123         1)                                        3000002700821 
45-RH-96   (  3         1)                                        3000002700822 
45-RH-97   (  3      T  1)                                        3000002700823 
45-RH-98   (  3      T  1)                                        3000002700824 
45-RH-99   (  3      T  1)                                        3000002700825 
46-PD-0    (1        CS  )                                        3000002700826 
46-PD-100  (  3      T   )                                        3000002700827 
46-PD-101  (  3      T   )                                        3000002700828 
46-PD-102  (1 3      CS  )                                        3000002700829 
46-PD-103  (  3      C   )                                        3000002700830 
46-PD-104  (1 3      CS  )                                        3000002700831 
46-PD-105  (1 3      CS  )                                        3000002700832 
46-PD-106  (1 3      CS  )                                        3000002700833 
46-PD-107  (1 34     C  1)                                        3000002700834 
46-PD-108  (1 3      CS  )                                        3000002700835 
46-PD-109  (1 34     C  1)                                        3000002700836 
46-PD-110  (1 3      CS  )                                        3000002700837 
46-PD-111  (  34     T  1)                                        3000002700838 
46-PD-112  (1 3      C   )                                        3000002700839 
46-PD-113  (  3      T  1)                                        3000002700840 
46-PD-114  (  3      T   )                                        3000002700841 
46-PD-115  (  3         1)                                        3000002700842 
46-PD-116  (  3          )                                        3000002700843 
46-PD-117  (  3          )                                        3000002700844 
46-PD-118  (  3          )                                        3000002700845 
46-PD-119  (  3          )                                        3000002700846 
46-PD-120  (  3          )                                        3000002700847 
46-PD-121  (1234         )                                        3000002700848 
46-PD-122  (1234         )                                        3000002700849 
46-PD-123  (1234         )                                        3000002700850 
46-PD-97   (123          )                                        3000002700851 
46-PD-98   (  3      T   )                                        3000002700852 
46-PD-99   (  3      T   )                                        3000002700853 
47-AG-0    (1        CS  )                                        3000002700854 
47-AG-100  (123         1)                                        3000002700855 
47-AG-101  (  3      T  1)                                        3000002700856 
47-AG-102  (  3      T  1)                                        3000002700857 
47-AG-103  (  3      T  1)                                        3000002700858 
47-AG-104  (  3      T  1)                                        3000002700859 
47-AG-105  (  3      T  1)                                        3000002700860 
47-AG-106  (1 34     C  1)                                        3000002700861 
47-AG-107  (1 34     CS 1)                                        3000002700862 
47-AG-108  (1 34     C  1)                                        3000002700863 
47-AG-109  (1 3      CS 1)                                        3000002700864 
47-AG-110  (1 3      C  1)                                        3000002700865 
47-AG-111  (1 3      C  1)                                        3000002700866 
47-AG-112  (1 3      C   )                                        3000002700867 
47-AG-113  (  3      T  1)                                        3000002700868 
47-AG-114  (  3      T   )                                        3000002700869 
47-AG-115  (  3      T  1)                                        3000002700870 
47-AG-116  (  3         1)                                        3000002700871 
47-AG-117  (  3         1)                                        3000002700872 
47-AG-118  (  3         1)                                        3000002700873 
47-AG-119  (  3          )                                        3000002700874 
47-AG-120  (  3         1)                                        3000002700875 
47-AG-121  (  3          )                                        3000002700876 
47-AG-122  (  3          )                                        3000002700877 
47-AG-123  (  3          )                                        3000002700878 
47-AG-124  (1234         )                                        3000002700879 
47-AG-125  (1234         )                                        3000002700880 
47-AG-126  (1234         )                                        3000002700881 
47-AG-99   (123         1)                                        3000002700882 
48-CD-0    (1  4     CS  )                                        3000002700883 
48-CD-102  (123          )                                        3000002700884 
48-CD-103  (  3          )                                        3000002700885 
48-CD-104  (  3      T   )                                        3000002700886 
48-CD-105  (1 3      C   )                                        3000002700887 
48-CD-106  (1 3      CS  )                                        3000002700888 
48-CD-107  (  3      T   )                                        3000002700889 
48-CD-108  (1 3      CS  )                                        3000002700890 
48-CD-109  (1 3      C   )                                        3000002700891 
48-CD-110  (1 3      CS  )                                        3000002700892 
48-CD-111  (1 3      CS 1)                                        3000002700893 
48-CD-112  (1 3      CS  )                                        3000002700894 
48-CD-113  (1 34     CS 1)                                        3000002700895 
48-CD-114  (1 3      CS  )                                        3000002700896 
48-CD-115  (1 3      C  1)                                        3000002700897 
48-CD-116  (1 3      CS  )                                        3000002700898 
48-CD-117  (  34     T  1)                                        3000002700899 
48-CD-118  (  3      T   )                                        3000002700900 
48-CD-119  (  3         1)                                        3000002700901 
48-CD-120  (  3      T   )                                        3000002700902 
48-CD-121  (  3      T  1)                                        3000002700903 
48-CD-122  (  3      T   )                                        3000002700904 
48-CD-123  (  3      T  1)                                        3000002700905 
48-CD-124  (  3      T   )                                        3000002700906 
48-CD-125  (  3      T  1)                                        3000002700907 
48-CD-126  (  3      T   )                                        3000002700908 
48-CD-127  (  3      T   )                                        3000002700909 
48-CD-128  (  3      T   )                                        3000002700910 
48-CD-129  (  3      T   )                                        3000002700911 
48-CD-130  (         T   )                                        3000002700912 
48-CD-131  (         T   )                                        3000002700913 
48-CD-132  (         T   )                                        3000002700914 
48-CD-133  (         T   )                                        3000002700915 
48-CD-134  (         T   )                                        3000002700916 
48-CD-135  (         T   )                                        3000002700917 
48-CD-136  (         T   )                                        3000002700918 
48-CD-137  (         T   )                                        3000002700919 
48-CD-138  (         T   )                                        3000002700920 
48-CD-139  (         T   )                                        3000002700921 
48-CD-140  (         T   )                                        3000002700922 
49-IN-0    (1  4     CS  )                                        3000002700923 
49-IN-104  (123         1)                                        3000002700924 
49-IN-105  (  3         1)                                        3000002700925 
49-IN-106  (  3      T  1)                                        3000002700926 
49-IN-107  (  3      T  1)                                        3000002700927 
49-IN-108  (  3      T  1)                                        3000002700928 
49-IN-109  (  3      T  2)                                        3000002700929 
49-IN-110  (  3      T  1)                                        3000002700930 
49-IN-111  (  3      T  1)                                        3000002700931 
49-IN-112  (1 34     C  1)                                        3000002700932 
49-IN-113  (1 3      CS 1)                                        3000002700933 
49-IN-114  (1 34     C  3)                                        3000002700934 
49-IN-115  (1 34     CS 1)                                        3000002700935 
49-IN-116  (1 34     C  2)                                        3000002700936 
49-IN-117  (  3      T  1)                                        3000002700937 
49-IN-118  (  3      T  2)                                        3000002700938 
           3 isomers exist, 2 of them could be ground state       3000002700939 
49-IN-119  (  3      T  1)                                        3000002700940 
49-IN-120  (  3      T  2)                                        3000002700941 
49-IN-121  (  3      T  1)                                        3000002700942 
49-IN-122  (  3      T  2)                                        3000002700943 
49-IN-123  (  3      T  1)                                        3000002700944 
49-IN-124  (  3      T  1)                                        3000002700945 
49-IN-125  (  3         1)                                        3000002700946 
49-IN-126  (  3         1)                                        3000002700947 
49-IN-127  (  3         1)                                        3000002700948 
49-IN-128  (  3         1)                                        3000002700949 
49-IN-129  (  3         1)                                        3000002700950 
49-IN-130  (  3         2)                                        3000002700951 
49-IN-131  (  3         2)                                        3000002700952 
49-IN-132  (  3          )                                        3000002700953 
50-SN-0    (1  4     CS  )                                        3000002700954 
50-SN-106  (123          )                                        3000002700955 
50-SN-107  (123          )                                        3000002700956 
50-SN-108  (123          )                                        3000002700957 
50-SN-109  (  3      T   )                                        3000002700958 
50-SN-110  (  3      T   )                                        3000002700959 
50-SN-111  (1234     C   )                                        3000002700960 
50-SN-112  (1 3      CS  )                                        3000002700961 
50-SN-113  (1 3      C  1)                                        3000002700962 
50-SN-114  (1 3      CS  )                                        3000002700963 
50-SN-115  (1 3      CS  )                                        3000002700964 
50-SN-116  (1 3      CS  )                                        3000002700965 
50-SN-117  (1 3      CS 1)                                        3000002700966 
50-SN-118  (1 3      CS  )                                        3000002700967 
50-SN-119  (1 34     CS 1)                                        3000002700968 
50-SN-120  (1 3      CS  )                                        3000002700969 
50-SN-121  (1 34     C  1)                                        3000002700970 
50-SN-122  (123      CS  )                                        3000002700971 
50-SN-123  (1 3      C  1)                                        3000002700972 
50-SN-124  (1 3      CS  )                                        3000002700973 
50-SN-125  (1 34     C  1)                                        3000002700974 
50-SN-126  (1 3      C   )                                        3000002700975 
50-SN-127  (1 3      C  1)                                        3000002700976 
50-SN-128  (  3      T  1)                                        3000002700977 
50-SN-129  (  3         1)                                        3000002700978 
           2 isomers exist, not known which one is ground state   3000002700979 
50-SN-130  (  3      T  1)                                        3000002700980 
50-SN-131  (  3      T  1)                                        3000002700981 
50-SN-132  (  3          )                                        3000002700982 
50-SN-133  (  3          )                                        3000002700983 
50-SN-134  (1234         )                                        3000002700984 
50-SN-135  (1234         )                                        3000002700985 
50-SN-136  (1234         )                                        3000002700986 
51-SB-0    (1  4     CS  )                                        3000002700987 
51-SB-109  (123          )                                        3000002700988 
51-SB-110  (  3          )                                        3000002700989 
51-SB-111  (123          )                                        3000002700990 
51-SB-112  (  3          )                                        3000002700991 
51-SB-113  (1 3      C   )                                        3000002700992 
51-SB-114  (  3      T   )                                        3000002700993 
51-SB-115  (  3      T   )                                        3000002700994 
51-SB-116  (1 3      C  1)                                        3000002700995 
           2 isomers exist, not known which one is ground state   3000002700996 
51-SB-117  (1 3      C   )                                        3000002700997 
51-SB-118  (1 3      C  1)                                        3000002700998 
51-SB-119  (  3      T   )                                        3000002700999 
51-SB-120  (1 34     C  1)                                        3000002701000 
51-SB-121  (1 3      CS  )                                        3000002701001 
51-SB-122  (1 34     C  1)                                        3000002701002 
51-SB-123  (1 3      CS  )                                        3000002701003 
51-SB-124  (1 34     C  2)                                        3000002701004 
51-SB-125  (1 3      C   )                                        3000002701005 
51-SB-126  (1 3      C  2)                                        3000002701006 
51-SB-127  (1 3      C   )                                        3000002701007 
51-SB-128  (1 3      C  1)                                        3000002701008 
           2 isomers exist, not known which one is ground state   3000002701009 
51-SB-129  (  3      T  1)                                        3000002701010 
51-SB-130  (  3      T  1)                                        3000002701011 
           2 isomers exist, not known which one is ground state   3000002701012 
51-SB-131  (  3      T   )                                        3000002701013 
51-SB-132  (  3      T  1)                                        3000002701014 
           2 isomers exist, not known which one is ground state   3000002701015 
51-SB-133  (  3      T   )                                        3000002701016 
51-SB-134  (  3         1)                                        3000002701017 
51-SB-135  (  3          )                                        3000002701018 
51-SB-136  (  3          )                                        3000002701019 
51-SB-137  (1234         )                                        3000002701020 
51-SB-138  (1234         )                                        3000002701021 
51-SB-139  (1234         )                                        3000002701022 
52-TE-0    (1        CS  )                                        3000002701023 
52-TE-111  (123          )                                        3000002701024 
52-TE-112  (123          )                                        3000002701025 
52-TE-113  (123          )                                        3000002701026 
52-TE-114  (1234         )                                        3000002701027 
52-TE-115  (  3         1)                                        3000002701028 
52-TE-116  (1 3      C   )                                        3000002701029 
52-TE-117  (1 3      C  1)                                        3000002701030 
52-TE-118  (1 3      C   )                                        3000002701031 
52-TE-119  (1 3      C  1)                                        3000002701032 
52-TE-120  (1 3      CS  )                                        3000002701033 
52-TE-121  (1 3      C  1)                                        3000002701034 
52-TE-122  (1 3      CS  )                                        3000002701035 
52-TE-123  (1 34     CS 1)                                        3000002701036 
52-TE-124  (1 34     CS  )                                        3000002701037 
52-TE-125  (1 34     CS 1)                                        3000002701038 
52-TE-126  (1 34     CS  )                                        3000002701039 
52-TE-127  (1 34     C  1)                                        3000002701040 
52-TE-128  (1 3      CS  )                                        3000002701041 
52-TE-129  (1 34     C  1)                                        3000002701042 
52-TE-130  (1 3      CS  )                                        3000002701043 
52-TE-131  (1 34     C  1)                                        3000002701044 
52-TE-132  (1 3      C   )                                        3000002701045 
52-TE-133  (1 3      C  1)                                        3000002701046 
52-TE-134  (1 3      C   )                                        3000002701047 
52-TE-135  (  3      T   )                                        3000002701048 
52-TE-136  (  3          )                                        3000002701049 
52-TE-137  (  3          )                                        3000002701050 
52-TE-138  (  3          )                                        3000002701051 
52-TE-139  (1234         )                                        3000002701052 
52-TE-140  (1234         )                                        3000002701053 
52-TE-141  (1234         )                                        3000002701054 
52-TE-142  (1234         )                                        3000002701055 
53-I-0     (             )                                        3000002701056 
53-I-113   (123          )                                        3000002701057 
53-I-114   (123         1)                                        3000002701058 
53-I-115   (123          )                                        3000002701059 
53-I-116   (1234         )                                        3000002701060 
53-I-117   (1234         )                                        3000002701061 
53-I-118   (  3      T  1)                                        3000002701062 
53-I-119   (  3      T   )                                        3000002701063 
53-I-120   (  3      T  1)                                        3000002701064 
53-I-121   (  3      T   )                                        3000002701065 
53-I-122   (  3      T   )                                        3000002701066 
53-I-123   (  3      T   )                                        3000002701067 
53-I-124   (  3      T   )                                        3000002701068 
53-I-125   (1 3      C   )                                        3000002701069 
53-I-126   (1 3      C   )                                        3000002701070 
53-I-127   (1 3      CS  )                                        3000002701071 
53-I-128   (1 3      C   )                                        3000002701072 
53-I-129   (1 3      C   )                                        3000002701073 
53-I-130   (1 34     C  1)                                        3000002701074 
53-I-131   (1 3      C   )                                        3000002701075 
53-I-132   (  3      T  1)                                        3000002701076 
53-I-133   (1 3      C  1)                                        3000002701077 
53-I-134   (  3      T  1)                                        3000002701078 
53-I-135   (1 3      C   )                                        3000002701079 
53-I-136   (  3      T  1)                                        3000002701080 
53-I-137   (  3      T   )                                        3000002701081 
53-I-138   (  3      T   )                                        3000002701082 
53-I-139   (  3          )                                        3000002701083 
53-I-140   (  3          )                                        3000002701084 
53-I-141   (  3          )                                        3000002701085 
53-I-142   (1234         )                                        3000002701086 
54-XE-0    (1        CS  )                                        3000002701087 
54-XE-116  (  3          )                                        3000002701088 
54-XE-117  (  3          )                                        3000002701089 
54-XE-118  (  3          )                                        3000002701090 
54-XE-119  (  3          )                                        3000002701091 
54-XE-120  (  3          )                                        3000002701092 
54-XE-121  (1 3      C   )                                        3000002701093 
54-XE-122  (  3      T   )                                        3000002701094 
54-XE-123  (  3      T   )                                        3000002701095 
54-XE-124  (1 3      CS  )                                        3000002701096 
54-XE-125  (1 3      C  1)                                        3000002701097 
54-XE-126  (1 3      CS  )                                        3000002701098 
54-XE-127  (1 3      C  1)                                        3000002701099 
54-XE-128  (1 3      CS  )                                        3000002701100 
54-XE-129  (123      CS 1)                                        3000002701101 
54-XE-130  (1 3      CS  )                                        3000002701102 
54-XE-131  (1 3      CS 1)                                        3000002701103 
54-XE-132  (123      CS  )                                        3000002701104 
54-XE-133  (1 3      C  1)                                        3000002701105 
54-XE-134  (1 3      CS 1)                                        3000002701106 
54-XE-135  (1 3      C  1)                                        3000002701107 
54-XE-136  (123      CS  )                                        3000002701108 
54-XE-137  (  3      T   )                                        3000002701109 
54-XE-138  (  3      T   )                                        3000002701110 
54-XE-139  (  3      T   )                                        3000002701111 
54-XE-140  (  3      T   )                                        3000002701112 
54-XE-141  (  3          )                                        3000002701113 
54-XE-142  (  3          )                                        3000002701114 
54-XE-143  (  3          )                                        3000002701115 
54-XE-144  (  3          )                                        3000002701116 
54-XE-145  (  3          )                                        3000002701117 
55-CS-114  (  3          )                                        3000002701118 
55-CS-115  (  3          )                                        3000002701119 
55-CS-116  (123         1)                                        3000002701120 
           2 isomers exist, not known which one is ground state   3000002701121 
55-CS-117  (123         1)                                        3000002701122 
           2 isomers exist, not known which one is ground state   3000002701123 
55-CS-118  (1234        1)                                        3000002701124 
           2 isomers exist, not known which one is ground state   3000002701125 
55-CS-119  (  3          )                                        3000002701126 
55-CS-120  (  3          )                                        3000002701127 
